GAME,TEAM,PLAYER,MIN,PTS,REB,AST,STL,BLK,TO,FO,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,+/-,EFF
FRA4,France,Victor Wembanyama,25,10,7,4,2,0,3,2,4,7,56.99999999999999,2,3,67.0,2,4,50.0,0,1,0.0,0,7,-7,16
FRA4,France,Mathias Lessort,11,6,1,0,1,0,1,1,2,3,67.0,2,3,67.0,0,0,0.0,2,2,100.0,0,1,4,6
FRA4,France,Bilal Coulibaly,21,5,3,0,1,1,1,0,2,6,33.0,2,3,67.0,0,3,0.0,1,1,100.0,0,3,-9,5
FRA4,France,Isaia Cordinier,14,4,1,1,0,0,1,2,1,2,50.0,1,1,100.0,0,1,0.0,2,2,100.0,0,1,-3,4
FRA4,France,Evan Fournier,24,3,0,3,2,0,2,3,1,7,14.000000000000002,0,3,0.0,1,4,25.0,0,0,0.0,0,0,-13,0
FRA4,France,Frank Ntilikina,16,3,1,3,1,0,3,3,0,5,0.0,0,3,0.0,0,2,0.0,3,4,75.0,0,1,5,-1
FRA4,France,Andrew Albicy,13,0,0,3,2,0,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,-6,5
FRA4,France,Matthew Strazel,14,0,1,3,0,0,1,3,0,3,0.0,0,1,0.0,0,2,0.0,0,0,0.0,0,1,-11,0
FRA4,Canada,Shai Gilgeous-Alexander,28,23,5,5,2,0,0,3,6,13,46.0,4,7,56.99999999999999,2,6,33.0,9,10,90.0,1,4,15,27
FRA4,Canada,R.J. Barrett,29,21,4,3,0,0,3,3,4,8,50.0,1,4,25.0,3,4,75.0,10,12,83.0,0,4,12,19
FRA4,Canada,Kelly Olynyk,14,14,1,1,0,0,1,3,6,7,86.0,4,4,100.0,2,3,67.0,0,0,0.0,0,1,2,14
FRA4,Canada,Andrew Nembhard,19,10,1,5,0,0,0,0,5,8,62.0,5,6,83.0,0,2,0.0,0,0,0.0,0,1,-6,13
FRA4,Canada,Dillon Brooks,26,8,2,0,2,0,1,3,2,7,29.0,0,3,0.0,2,4,50.0,2,2,100.0,0,2,8,6
FRA4,Canada,Dwight Powell,20,4,5,3,1,1,0,3,1,1,100.0,1,1,100.0,0,0,0.0,2,2,100.0,0,5,12,14
FRA4,Canada,Khem Birch,12,3,6,3,0,1,0,2,1,2,50.0,1,2,50.0,0,0,0.0,1,2,50.0,2,4,2,11
FRA4,Canada,Trey Lyles,15,2,1,1,3,0,0,3,0,2,0.0,0,0,0.0,0,2,0.0,2,2,100.0,0,1,1,5
FRA4,Canada,Luguentz Dort,20,0,2,1,1,1,1,3,0,4,0.0,0,0,0.0,0,4,0.0,0,0,0.0,1,1,20,0
FRA4,Canada,Thomas Scrubb,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0
FRA4,Canada,Mfiondu Kabengele,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0
FRA4,Canada,Melvin Ejim,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0
FRA4,Canada,Philip Scrubb,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,-1
FRA4,Canada,Nickeil Alexander-Walker,13,0,0,0,0,0,4,2,0,2,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,-6,-6
FRA5,France,Victor Wembanyama,26,17,12,8,0,1,4,0,7,15,47.0,4,5,80.0,3,10,30.0,0,0,0.0,2,10,5,26
FRA5,France,Nicolas Batum,24,12,4,1,1,0,4,0,4,6,67.0,0,1,0.0,4,5,80.0,0,0,0.0,1,3,14,12
FRA5,France,Guerschon Yabusele,18,10,1,1,1,0,1,0,4,9,44.0,2,4,50.0,2,5,40.0,0,0,0.0,1,0,0,7
FRA5,France,Rudy Gobert,21,8,7,1,1,1,1,0,4,5,80.0,4,5,80.0,0,0,0.0,0,0,0.0,2,5,0,16
FRA5,France,Matthew Strazel,15,7,1,3,0,0,2,1,1,3,33.0,0,1,0.0,1,2,50.0,4,4,100.0,0,1,10,7
FRA5,France,Frank Ntilikina,11,7,0,0,1,0,0,0,2,5,40.0,1,3,33.0,1,2,50.0,2,2,100.0,0,0,-6,5
FRA5,France,Mathias Lessort,14,6,3,2,1,0,0,4,3,6,50.0,3,6,50.0,0,0,0.0,0,0,0.0,1,2,-3,9
FRA5,France,Andrew Albicy,14,5,0,1,0,0,1,2,2,3,67.0,1,1,100.0,1,2,50.0,0,0,0.0,0,0,-5,4
FRA5,France,Evan Fournier,18,5,0,1,1,0,4,2,2,6,33.0,1,3,33.0,1,3,33.0,0,0,0.0,0,0,-13,-1
FRA5,France,Nando De Colo,18,3,2,4,2,0,2,3,1,5,20.0,0,2,0.0,1,3,33.0,0,0,0.0,1,1,7,5
FRA5,France,Isaia Cordinier,12,2,1,0,0,0,2,3,1,2,50.0,1,2,50.0,0,0,0.0,0,0,0.0,0,1,-19,0
FRA5,France,Bilal Coulibaly,9,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,5,2
FRA5,Australia,Patty Mills,29,24,2,3,1,0,1,0,10,16,62.0,7,9,78.0,3,7,43.0,1,1,100.0,0,2,8,23
FRA5,Australia,Josh Giddey,27,20,6,8,2,2,7,0,7,16,44.0,3,8,38.0,4,8,50.0,2,3,67.0,1,5,1,21
FRA5,Australia,Dyson Daniels,28,14,2,5,5,0,2,1,6,9,67.0,4,5,80.0,2,4,50.0,0,0,0.0,0,2,-8,21
FRA5,Australia,Will Magnay,16,10,2,0,0,1,1,3,4,6,67.0,4,6,67.0,0,0,0.0,2,2,100.0,0,2,-4,10
FRA5,Australia,Duop Reath,15,10,2,0,1,0,0,0,4,7,56.99999999999999,2,3,67.0,2,4,50.0,0,1,0.0,1,1,1,9
FRA5,Australia,Jack McVeigh,14,3,4,0,0,0,0,0,1,5,20.0,0,2,0.0,1,3,33.0,0,0,0.0,1,3,10,3
FRA5,Australia,Dante Exum,7,2,1,2,0,0,2,0,0,0,0.0,0,0,0.0,0,0,0.0,2,2,100.0,1,0,-6,3
FRA5,Australia,Josh Green,17,0,0,2,3,0,1,4,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,2,3
FRA5,Australia,Nick Kay,28,0,4,1,0,0,2,4,0,2,0.0,0,0,0.0,0,2,0.0,0,0,0.0,1,3,2,1
FRA5,Australia,Jock Landale,9,0,1,0,0,0,0,1,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,1,2,0
FRA5,Australia,Joe Ingles,4,0,0,0,1,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,-5,0
FRA5,Australia,Matthew Dellavedova,6,0,0,0,0,0,1,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2,-1
GER3,Germany,Andreas Obst,19,18,1,0,0,0,0,0,6,8,75.0,0,0,0.0,6,8,75.0,0,0,0.0,1,0,30,17
GER3,Germany,Daniel Theis,23,16,5,2,1,0,0,4,7,8,88.0,7,7,100.0,0,1,0.0,2,2,100.0,2,3,33,23
GER3,Germany,Franz Wagner,24,15,3,2,2,0,2,2,4,14,29.0,4,9,44.0,0,5,0.0,7,8,88.0,0,3,31,9
GER3,Germany,Dennis Schroder,22,13,0,6,2,0,1,1,4,7,56.99999999999999,2,2,100.0,2,5,40.0,3,3,100.0,0,0,35,17
GER3,Germany,Johannes Voigtmann,21,10,7,2,0,0,0,0,2,4,50.0,0,0,0.0,2,4,50.0,4,4,100.0,1,6,35,17
GER3,Germany,Moritz Wagner,17,9,5,0,0,0,0,4,3,7,43.0,2,4,50.0,1,3,33.0,2,2,100.0,2,3,12,10
GER3,Germany,Maodo Lo,14,9,1,2,2,0,3,1,3,4,75.0,2,3,67.0,1,1,100.0,2,2,100.0,0,1,9,10
GER3,Germany,Niels Giffey,6,3,1,0,0,0,0,1,1,3,33.0,0,1,0.0,1,2,50.0,0,0,0.0,1,0,6,2
GER3,Germany,Justus Hollatz,4,2,1,0,1,0,0,0,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,0,1,4,4
GER3,Germany,Isaac Bonga,18,0,5,2,0,0,0,0,0,2,0.0,0,1,0.0,0,1,0.0,0,0,0.0,1,4,14,5
GER3,Germany,Nick Weiler-Babb,20,0,3,0,3,0,0,3,0,2,0.0,0,0,0.0,0,2,0.0,0,0,0.0,0,3,12,4
GER3,Germany,Oscar Da Silva,11,0,0,3,0,0,1,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,4,1
GER3,Netherlands,Keye Van Der Vuurst,35,14,4,8,0,0,6,3,5,11,45.0,1,4,25.0,4,7,56.99999999999999,0,0,0.0,0,4,-28,14
GER3,Netherlands,Yannick Kraag,24,9,3,0,1,0,2,0,4,9,44.0,4,4,100.0,0,5,0.0,1,2,50.0,2,1,-20,5
GER3,Netherlands,David N'Guessan,21,7,1,2,0,0,2,1,3,6,50.0,2,5,40.0,1,1,100.0,0,0,0.0,1,0,-37,5
GER3,Netherlands,Joryam Saizonou,17,5,1,1,2,0,1,1,2,8,25.0,2,6,33.0,0,2,0.0,1,3,33.0,0,1,-29,0
GER3,Netherlands,Kai Edwards,17,4,3,1,1,0,3,2,2,4,50.0,2,3,67.0,0,1,0.0,0,0,0.0,1,2,-21,4
GER3,Netherlands,Nathan Kuta,26,3,6,0,0,0,0,2,1,4,25.0,1,2,50.0,0,2,0.0,1,2,50.0,2,4,-24,5
GER3,Netherlands,Terrence Bieshaar,20,3,3,0,0,1,1,1,1,2,50.0,0,0,0.0,1,2,50.0,0,0,0.0,1,2,-29,5
GER3,Netherlands,Marinus N'guessan,17,3,4,0,0,2,1,5,1,4,25.0,1,4,25.0,0,0,0.0,1,2,50.0,2,2,-16,4
GER3,Netherlands,Boyd Van Der Vuurst,19,2,2,0,0,0,1,1,1,7,14.000000000000002,1,4,25.0,0,3,0.0,0,0,0.0,0,2,-20,-3
GER3,Netherlands,Jamie Bergens,5,0,1,0,1,0,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,-1,1
GER1,Germany,Franz Wagner,20,27,8,2,0,0,0,0,11,16,69.0,8,11,73.0,3,5,60.0,2,3,67.0,2,6,25,31
GER1,Germany,Andreas Obst,19,12,3,0,0,0,0,1,4,6,67.0,0,1,0.0,4,5,80.0,0,0,0.0,0,3,21,13
GER1,Germany,Dennis Schroder,19,12,0,4,1,0,2,1,4,6,67.0,2,3,67.0,2,3,67.0,2,2,100.0,0,0,21,13
GER1,Germany,Moritz Wagner,16,11,5,1,1,0,1,2,4,8,50.0,4,6,67.0,0,2,0.0,3,4,75.0,1,4,-2,12
GER1,Germany,Maodo Lo,21,11,0,2,1,0,1,2,3,8,38.0,2,5,40.0,1,3,33.0,4,4,100.0,0,0,0,8
GER1,Germany,Johannes Voigtmann,20,7,8,3,1,0,1,2,3,7,43.0,2,5,40.0,1,2,50.0,0,0,0.0,1,7,23,14
GER1,Germany,Isaac Bonga,22,6,3,0,1,1,0,4,3,4,75.0,3,4,75.0,0,0,0.0,0,0,0.0,1,2,0,10
GER1,Germany,Daniel Theis,19,6,7,2,1,0,3,3,2,5,40.0,2,4,50.0,0,1,0.0,2,4,50.0,2,5,27,8
GER1,Germany,Nick Weiler-Babb,21,5,3,4,1,0,2,2,1,4,25.0,0,1,0.0,1,3,33.0,2,2,100.0,0,3,0,8
GER1,Germany,Niels Giffey,7,3,0,0,0,0,0,0,1,1,100.0,1,1,100.0,0,0,0.0,1,2,50.0,0,0,-3,2
GER1,Germany,Oscar Da Silva,5,2,0,1,0,1,0,0,1,3,33.0,1,2,50.0,0,1,0.0,0,0,0.0,0,0,-2,2
GER1,Germany,Johannes Thiemann,11,2,0,1,0,0,0,0,1,2,50.0,1,1,100.0,0,1,0.0,0,2,0.0,0,0,-5,0
GER1,Japan,Rui Hachimura,25,19,5,2,0,1,2,0,6,13,46.0,4,8,50.0,2,5,40.0,5,6,83.0,0,5,-15,17
GER1,Japan,Yuki Togashi,15,13,1,5,1,0,1,2,5,8,62.0,2,3,67.0,3,5,60.0,0,0,0.0,1,0,6,16
GER1,Japan,Makoto Hiejima,17,11,0,1,1,0,0,2,3,6,50.0,1,1,100.0,2,5,40.0,3,3,100.0,0,0,-15,10
GER1,Japan,Josh Hawkinson,26,10,8,0,3,1,1,2,3,9,33.0,3,4,75.0,0,5,0.0,4,4,100.0,1,7,-21,15
GER1,Japan,Akira Jacobs,15,9,0,0,0,0,0,2,3,5,60.0,0,0,0.0,3,5,60.0,0,0,0.0,0,0,-6,7
GER1,Japan,Yuki Kawamura,22,7,3,3,0,0,4,3,3,10,30.0,2,5,40.0,1,5,20.0,0,0,0.0,0,3,-20,2
GER1,Japan,Yudai Baba,13,5,3,1,1,0,1,1,2,4,50.0,1,1,100.0,1,3,33.0,0,0,0.0,1,2,-6,7
GER1,Japan,Kai Toews,7,4,0,0,1,0,2,1,2,2,100.0,2,2,100.0,0,0,0.0,0,0,0.0,0,0,-7,3
GER1,Japan,Yutaka Yoshii,27,2,1,2,2,0,1,3,0,0,0.0,0,0,0.0,0,0,0.0,2,2,100.0,1,0,-15,6
GER1,Japan,Keio Tominaga,19,2,1,1,0,0,0,1,1,10,10.0,1,3,33.0,0,7,0.0,0,0,0.0,0,1,-6,-5
GER1,Japan,Hiyu Watanabe,13,1,3,1,0,0,0,4,0,1,0.0,0,1,0.0,0,0,0.0,1,2,50.0,0,3,-1,3
GER1,Japan,Koya Kawamata,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,1,-1
USA1,USA,LeBron James,18,20,6,4,1,1,2,3,8,11,73.0,6,9,67.0,2,2,100.0,2,4,50.0,0,6,1,25
USA1,USA,Joel Embiid,21,15,8,5,1,1,1,1,5,8,62.0,4,7,56.99999999999999,1,1,100.0,4,4,100.0,2,6,-1,26
USA1,USA,Stephen Curry,25,13,3,2,0,1,0,1,5,13,38.0,4,6,67.0,1,7,14.000000000000002,2,3,67.0,0,3,10,10
USA1,USA,Anthony Edwards,20,11,1,2,1,0,3,1,4,8,50.0,4,8,50.0,0,0,0.0,3,6,50.0,0,1,3,5
USA1,USA,Anthony Davis,14,10,7,2,1,1,2,3,3,5,60.0,3,5,60.0,0,0,0.0,4,4,100.0,3,4,1,17
USA1,USA,Jrue Holiday,12,10,6,3,0,1,1,3,4,6,67.0,2,3,67.0,2,3,67.0,0,0,0.0,1,5,-1,17
USA1,USA,Bam Adebayo,14,4,6,0,0,1,1,1,2,4,50.0,2,3,67.0,0,1,0.0,0,1,0.0,4,2,2,7
USA1,USA,Jayson Tatum,14,4,6,1,1,0,3,3,2,6,33.0,2,6,33.0,0,0,0.0,0,0,0.0,0,6,-1,5
USA1,USA,Devin Booker,25,3,2,1,0,1,1,2,1,6,17.0,1,4,25.0,0,2,0.0,1,1,100.0,0,2,5,1
USA1,USA,Derrick White,14,2,0,0,1,0,0,2,0,2,0.0,0,1,0.0,0,1,0.0,2,2,100.0,0,0,1,1
USA1,Germany,Franz Wagner,29,18,7,4,3,0,0,4,6,14,43.0,4,9,44.0,2,5,40.0,4,4,100.0,2,5,3,24
USA1,Germany,Andreas Obst,28,14,1,1,0,0,1,2,5,12,42.0,1,2,50.0,4,10,40.0,0,1,0.0,0,1,3,7
USA1,Germany,Daniel Theis,16,13,7,4,1,0,0,4,5,9,56.00000000000001,4,6,67.0,1,3,33.0,2,2,100.0,3,4,2,21
USA1,Germany,Dennis Schroder,17,13,2,10,0,1,0,3,3,15,20.0,0,4,0.0,3,11,27.0,4,6,67.0,0,2,7,12
USA1,Germany,Moritz Wagner,14,12,7,1,0,0,3,2,5,8,62.0,5,7,71.0,0,1,0.0,2,2,100.0,3,4,-4,14
USA1,Germany,Johannes Thiemann,14,8,4,0,2,0,0,1,2,4,50.0,1,1,100.0,1,3,33.0,3,4,75.0,2,2,0,11
USA1,Germany,Johannes Voigtmann,25,5,8,0,0,1,1,2,2,8,25.0,1,2,50.0,1,6,17.0,0,0,0.0,4,4,-2,7
USA1,Germany,Maodo Lo,8,3,1,1,0,0,2,2,1,4,25.0,0,2,0.0,1,2,50.0,0,0,0.0,0,1,-11,0
USA1,Germany,Isaac Bonga,11,2,2,1,1,0,0,1,0,5,0.0,0,3,0.0,0,2,0.0,2,2,100.0,0,2,-13,1
USA1,Germany,Nick Weiler-Babb,9,0,2,0,1,0,0,1,0,2,0.0,0,0,0.0,0,2,0.0,0,0,0.0,0,2,-5,1
